Age,Gender,Dependent_Count,Education_Level,is_Married,Read_Book_per_Year,Income_Range
42,F,4,고졸,0,19,A
39,M,2,고졸,1,28,D
32,F,0,석사,0,36,A
46,M,4,석사,0,36,D
45,M,2,고졸,1,34,D
52,M,0,석사,0,43,D
47,M,2,학사,1,35,C
45,F,2,고졸,0,36,A
42,M,2,석사,0,31,C
51,M,4,석사,0,39,E
45,M,2,석사,1,41,B
43,F,3,석사,0,30,A
49,F,1,학사,1,43,A
61,M,1,석사,0,56,X
33,F,1,석사,1,21,A
62,M,0,석사,0,56,D
37,M,4,고졸,0,31,C
47,F,4,고졸,1,39,X
28,F,1,석사,0,36,A
49,M,1,석사,0,36,D
46,F,2,학사,0,36,A
50,F,2,석사,1,42,A
38,F,2,고졸,0,20,A
40,M,5,고졸,1,33,C
48,F,4,석사,0,41,X
39,F,2,석사,0,28,B
42,M,2,석사,1,31,D
42,F,3,고졸,1,36,A
46,M,4,석사,0,40,D
54,F,4,석사,0,45,A
55,F,3,석사,0,36,A
37,M,3,석사,1,25,E
48,F,3,석사,0,42,B
47,M,4,석사,0,41,D
45,M,3,학사,0,35,C
41,M,3,고졸,1,35,D
37,M,1,박사,0,30,D
53,M,2,고졸,1,46,E
55,F,1,학사,1,36,X
52,M,3,석사,0,42,D
45,F,2,석사,0,36,B
38,F,2,석사,0,24,X
39,F,4,석사,0,28,A
37,F,2,석사,0,24,B
42,F,5,석사,1,36,A
47,F,5,박사,1,42,X
46,M,4,석사,1,36,C
43,F,4,석사,0,31,A
54,M,2,학사,0,47,D
39,F,2,박사,1,36,X
35,F,2,박사,1,24,B
44,M,4,고졸,0,40,C
45,F,5,박사,1,34,A
43,F,3,석사,0,26,B
54,F,1,석사,0,47,A
36,M,3,고졸,0,28,D
54,F,1,고졸,1,41,A
50,M,0,석사,0,45,D
46,M,2,고졸,1,30,D
51,F,2,석사,0,36,B
48,M,4,고졸,0,40,E
52,F,2,석사,1,42,B
37,M,4,고졸,1,24,C
46,M,3,고졸,0,42,B
47,M,5,학사,1,34,E
40,F,3,석사,1,25,X
38,F,2,학사,1,28,B
43,M,3,고졸,1,36,C
48,F,2,석사,1,42,B
47,F,4,고졸,1,29,A
39,F,3,석사,0,36,A
45,F,2,석사,1,36,A
51,F,1,학사,1,42,A
35,F,2,고졸,1,36,X
41,F,3,학사,0,32,B
46,M,4,학사,1,36,B
44,F,1,고졸,0,36,A
51,F,1,고졸,0,39,X
58,M,4,석사,0,52,E
46,F,1,학사,1,23,A
51,M,3,박사,1,42,E
54,F,3,학사,0,45,A
43,M,3,학사,0,34,D
52,F,1,고졸,0,43,A
56,M,2,석사,1,36,D
47,F,5,석사,1,42,A
46,M,3,학사,1,41,D
57,F,1,학사,0,46,X
50,F,3,석사,1,45,A
41,F,3,석사,1,36,A
54,M,4,석사,1,49,C
45,F,5,학사,0,32,X
44,F,4,석사,1,25,A
52,M,3,박사,1,40,C
34,M,2,고졸,0,36,C
37,M,2,석사,1,27,D
45,M,2,석사,0,33,C
45,F,2,박사,0,36,X
63,M,1,고졸,1,36,B
35,F,1,석사,0,36,X
53,M,2,석사,1,41,D
64,M,0,학사,0,53,B
67,F,1,석사,1,56,A
50,M,1,박사,1,36,D
45,M,3,석사,0,32,C
47,M,1,석사,1,42,B
35,M,2,석사,0,27,E
40,F,3,학사,0,28,B
42,F,5,고졸,1,30,X
58,M,2,박사,1,48,E
40,M,2,고졸,0,28,D
41,M,2,고졸,1,36,C
32,F,2,고졸,0,23,A
45,M,4,박사,1,37,C
32,M,0,고졸,1,27,E
45,M,4,석사,1,36,D
35,F,0,석사,0,25,A
49,M,2,고졸,1,32,D
44,F,2,고졸,1,32,X
47,F,3,박사,0,39,B
49,F,3,고졸,1,36,A
52,F,4,석사,0,36,A
36,F,3,석사,1,28,A
54,M,3,학사,0,49,E
56,M,1,석사,1,36,C
40,F,3,고졸,0,35,A
39,F,2,박사,1,36,X
64,M,0,학사,0,56,A
43,F,2,학사,1,37,A
60,M,2,고졸,1,41,X
41,F,3,고졸,1,36,A
59,F,1,석사,0,53,B
43,F,4,학사,1,23,A
45,M,4,석사,1,36,E
40,M,3,고졸,0,28,D
37,F,3,석사,1,24,X
37,M,2,석사,0,36,C
34,M,1,석사,1,29,E
43,M,4,고졸,1,36,B
56,M,4,석사,0,36,A
57,F,1,석사,1,50,A
29,F,1,석사,1,19,X
42,M,4,석사,1,27,B
56,M,1,학사,0,36,D
45,M,4,고졸,1,35,D
29,F,1,학사,0,23,A
43,M,3,석사,0,33,D
46,F,3,학사,0,36,A
65,F,2,고졸,1,45,B
43,M,2,고졸,1,31,C
38,F,4,석사,1,22,B
47,F,3,석사,1,36,X
53,F,1,석사,1,36,X
61,F,0,석사,1,36,X
54,F,4,석사,0,36,A
58,F,3,석사,0,53,A
39,M,3,학사,0,28,B
56,M,3,고졸,0,44,D
47,F,2,박사,0,37,A
34,M,2,학사,1,22,D
52,M,2,고졸,1,47,D
51,M,3,고졸,1,31,C
43,M,3,석사,0,23,E
54,F,1,고졸,0,47,A
44,M,2,석사,0,34,B
36,M,4,석사,0,36,C
57,M,2,석사,1,39,E
59,M,1,학사,1,36,C
49,F,1,석사,1,36,A
51,F,1,학사,0,36,A
43,M,4,석사,0,32,D
40,M,3,석사,0,30,B
57,F,3,고졸,1,51,X
43,F,5,석사,1,39,A
45,F,1,박사,0,36,A
43,M,2,석사,1,31,E
53,M,1,고졸,1,43,B
48,M,3,고졸,1,42,D
40,M,3,고졸,0,29,D
64,M,0,박사,1,56,B
55,F,1,고졸,0,46,B
41,F,3,학사,0,37,B
32,M,2,석사,1,22,B
46,F,3,고졸,1,34,B
46,M,4,석사,1,36,E
43,F,1,고졸,0,30,X
48,M,5,석사,1,38,D
45,F,3,석사,0,36,X
50,M,2,학사,0,36,C
52,M,2,석사,1,42,D
49,M,3,학사,1,37,D
46,F,3,고졸,0,40,B
46,M,3,석사,1,42,E
42,F,3,학사,1,13,A
43,F,4,석사,0,32,A
46,M,3,학사,1,34,B
40,F,3,석사,0,28,A
37,M,3,석사,1,18,D
49,F,5,석사,1,38,A
56,F,1,고졸,0,36,A
53,F,2,석사,1,42,B
46,M,2,석사,0,31,B
42,F,3,고졸,0,32,A
62,M,0,석사,1,48,B
53,M,1,고졸,0,36,D
47,M,3,석사,0,36,C
54,F,2,석사,1,46,X
27,F,1,고졸,0,19,A
33,F,3,고졸,1,21,A
55,F,2,석사,0,42,A
45,F,2,박사,0,33,A
27,F,0,고졸,0,18,A
47,F,3,고졸,0,41,X
58,M,2,고졸,0,45,C
50,F,2,석사,1,38,A
56,F,1,고졸,0,43,A
48,M,1,학사,1,44,C
54,M,4,석사,0,43,D
55,F,1,석사,0,49,X
35,F,2,석사,1,36,A
40,M,4,석사,0,22,D
40,F,2,고졸,1,28,A
53,M,2,석사,1,41,D
58,F,0,고졸,1,36,A
48,F,1,석사,0,41,A
37,M,1,고졸,1,26,E
32,F,1,석사,0,28,A
36,M,2,고졸,1,26,D
46,F,3,고졸,0,34,X
55,M,3,석사,0,42,E
43,F,4,석사,1,29,A
43,M,2,고졸,1,39,D
60,F,0,고졸,1,50,A
38,F,1,고졸,1,28,A
48,F,4,고졸,1,42,B
39,F,2,석사,0,31,A
41,M,3,석사,1,36,E
53,F,1,석사,1,42,X
46,M,2,석사,1,36,C
43,F,4,석사,1,29,A
48,M,3,학사,1,37,A
46,F,4,학사,1,38,A
40,F,4,학사,1,26,A
42,F,3,고졸,1,34,B
44,M,2,석사,1,38,B
43,M,2,고졸,1,36,E
37,M,2,고졸,0,36,D
49,M,3,고졸,1,42,D
48,M,3,석사,1,38,C
43,F,3,석사,0,35,A
54,F,3,고졸,1,36,A
39,F,2,석사,1,32,A
45,F,5,고졸,1,34,A
41,F,4,학사,1,29,B
43,F,3,학사,0,28,A
38,F,2,석사,0,25,A
55,F,3,석사,1,35,A
41,M,3,석사,1,31,E
47,F,2,석사,1,36,A
41,F,2,고졸,0,30,X
38,M,2,학사,1,30,D
35,F,3,석사,0,27,A
59,M,0,고졸,0,36,E
34,M,0,석사,1,26,C
44,M,3,고졸,0,36,E
50,F,2,고졸,0,41,A
45,M,2,석사,1,35,C
48,F,4,고졸,1,38,X
52,M,2,석사,0,41,E
49,M,4,석사,1,39,D
39,F,1,석사,0,29,A
52,M,3,박사,1,45,E
64,F,1,고졸,1,56,B
45,F,4,학사,0,30,B
50,M,3,고졸,0,39,D
43,M,1,석사,0,37,D
45,F,3,학사,1,35,A
50,M,2,고졸,1,43,C
47,M,2,고졸,0,36,D
51,F,1,박사,1,45,X
43,F,3,학사,0,32,A
62,M,0,고졸,0,36,X
38,F,2,석사,0,28,A
51,F,3,고졸,0,39,A
63,M,1,석사,0,52,C
50,M,1,석사,1,37,C
42,F,3,석사,0,27,A
43,M,3,석사,1,33,E
39,M,4,고졸,1,28,C
35,M,3,고졸,1,27,B
55,F,1,고졸,1,46,B
48,F,3,고졸,1,43,A
34,F,2,석사,0,24,A
42,F,4,석사,0,30,B
53,F,4,석사,1,37,A
45,M,1,석사,1,33,A
49,F,4,고졸,1,35,A
51,M,2,석사,1,42,E
39,M,2,고졸,1,30,B
52,F,1,석사,0,44,A
38,F,3,석사,1,36,A
47,M,5,박사,0,36,A
42,M,3,석사,0,22,C
47,F,5,고졸,1,36,B
55,M,0,박사,1,36,D
55,F,4,박사,0,44,A
45,M,3,석사,1,40,D
41,M,4,고졸,0,28,E
39,F,4,고졸,1,36,A
44,M,3,고졸,1,36,C
40,M,4,고졸,1,36,C
39,F,2,고졸,1,32,A
31,M,2,석사,0,14,A
44,F,5,학사,1,34,A
61,M,2,석사,1,49,E
39,M,2,석사,1,34,D
43,F,5,석사,1,23,A
33,M,2,학사,0,36,D
56,F,3,석사,0,36,B
30,F,1,석사,0,18,A
49,F,3,학사,1,44,B
53,F,2,고졸,1,36,A
51,F,3,고졸,1,39,A
38,F,3,석사,0,31,A
43,M,3,고졸,1,36,C
40,M,4,고졸,1,36,C
46,F,1,석사,1,40,A
38,M,2,석사,1,36,D
43,F,3,고졸,1,24,A
42,F,1,학사,0,31,X
48,F,3,고졸,0,28,A
58,F,3,고졸,1,47,A
54,M,2,학사,0,36,E
44,F,3,학사,1,36,X
43,M,3,석사,0,35,C
47,M,5,석사,1,36,D
58,M,1,고졸,1,36,B
41,M,3,고졸,0,36,D
50,F,4,석사,0,44,A
47,M,3,학사,0,39,C
36,F,2,석사,0,36,A
51,M,2,학사,1,41,E
55,M,0,석사,1,42,E
53,M,3,석사,0,46,D
28,M,0,석사,1,18,A
40,F,4,석사,1,36,A
51,M,1,석사,0,45,C
53,F,1,석사,1,47,B
50,M,1,석사,0,41,E
47,F,3,석사,0,40,A
52,F,1,석사,0,44,A
46,M,4,석사,0,39,C
34,F,4,박사,1,36,X
39,F,1,석사,0,30,A
56,F,2,석사,1,36,X
56,F,2,고졸,1,43,A
46,M,4,학사,1,34,D
45,M,5,석사,1,38,C
48,M,4,학사,1,32,D
49,F,5,석사,1,43,A
56,F,4,고졸,1,51,A
44,F,1,석사,0,25,A
62,F,1,고졸,1,54,A
56,F,3,석사,1,41,A
40,F,2,석사,0,29,A
37,M,2,박사,0,32,E
49,M,3,석사,1,40,D
58,F,2,석사,1,44,A
45,F,4,고졸,0,29,B
38,M,1,석사,1,36,C
47,F,1,석사,0,40,X
51,M,3,고졸,0,38,D
44,M,3,석사,1,34,C
48,F,3,석사,1,36,B
45,F,3,고졸,1,27,A
48,M,2,고졸,1,36,E
58,F,2,고졸,1,50,X
50,M,4,고졸,1,41,D
49,M,4,박사,1,39,B
57,M,1,석사,1,47,D
43,F,1,석사,0,38,A
55,F,0,석사,1,40,A
39,M,2,학사,0,24,D
54,M,2,석사,1,39,A
37,F,1,석사,0,36,A
57,F,3,고졸,1,36,A
41,F,5,석사,1,28,A
43,F,3,박사,0,30,A
53,F,0,석사,0,34,A
38,F,5,석사,1,31,A
56,M,4,고졸,0,40,D
36,M,2,석사,1,18,B
38,M,3,석사,1,27,A
42,F,3,학사,0,31,X
60,F,1,석사,1,36,A
46,F,1,고졸,1,36,A
38,M,1,석사,0,25,D
42,M,3,석사,1,36,B
50,F,1,석사,0,37,A
34,F,1,학사,1,16,A
63,M,0,박사,0,49,B
45,M,5,박사,1,35,D
35,F,2,석사,1,28,A
48,M,2,박사,0,43,C
47,M,5,고졸,1,38,C
45,F,3,고졸,1,32,A
55,F,2,학사,1,36,A
42,F,4,석사,0,32,A
53,M,3,고졸,1,41,C
44,M,4,고졸,0,32,C
58,M,3,고졸,1,50,E
39,F,3,고졸,1,21,B
51,M,1,고졸,0,38,D
42,F,3,학사,1,36,A
51,M,2,고졸,1,40,D
39,M,4,석사,1,28,E
59,M,0,석사,0,36,A
51,M,2,박사,0,40,B
50,M,1,학사,0,39,D
36,M,2,고졸,1,30,D
56,F,4,석사,1,36,A
56,F,5,석사,1,36,A
42,F,3,고졸,1,37,X
45,M,3,고졸,0,35,C
52,M,2,고졸,0,40,D
33,M,2,고졸,0,23,C
42,M,3,고졸,1,36,D
61,F,1,고졸,0,56,A
29,M,1,석사,1,18,A
40,F,3,박사,1,29,A
43,M,2,석사,1,28,D
47,F,2,박사,1,42,B
43,F,5,고졸,0,33,A
42,M,3,고졸,1,36,D
55,F,2,학사,0,36,A
60,M,1,박사,1,50,E
42,M,3,석사,1,26,D
56,F,2,고졸,1,46,A
48,F,2,고졸,0,35,A
31,F,1,석사,0,13,A
34,F,3,석사,0,19,X
43,F,4,석사,0,36,X
41,F,3,학사,1,15,B
34,F,4,고졸,0,30,A
56,F,1,고졸,0,48,A
35,M,3,석사,1,25,C
