Member_number,Date,itemDescription
4262,2015-04-25,other vegetables
4262,2015-04-25,newspapers
4268,2015-04-25,rolls/buns
4268,2015-04-25,semi-finished bread
4268,2015-04-25,dessert
4268,2015-04-25,yogurt
4728,2015-04-25,beef
4728,2015-04-25,chocolate marshmallow
4728,2015-04-25,margarine
1002,2015-04-26,tropical fruit
1002,2015-04-26,sugar
1114,2015-04-26,chicken
1114,2015-04-26,shopping bags
1186,2015-04-26,other vegetables
1186,2015-04-26,whole milk
1186,2015-04-26,canned fruit
2629,2015-04-26,curd cheese
2629,2015-04-26,whole milk
2629,2015-04-26,long life bakery product
2629,2015-04-26,hard cheese
2882,2015-04-26,sausage
2882,2015-04-26,chewing gum
2890,2015-04-26,fish
2890,2015-04-26,newspapers
2920,2015-04-26,whole milk
2920,2015-04-26,hard cheese
2962,2015-04-26,citrus fruit
2962,2015-04-26,long life bakery product
3288,2015-04-26,brown bread
3288,2015-04-26,whole milk
3375,2015-04-26,frankfurter
3375,2015-04-26,dog food
3429,2015-04-26,frankfurter
3429,2015-04-26,seasonal products
3429,2015-04-26,rolls/buns
3451,2015-04-26,tropical fruit
3451,2015-04-26,whole milk
3523,2015-04-26,newspapers
3523,2015-04-26,salty snack
3523,2015-04-26,pastry
4235,2015-04-26,citrus fruit
4235,2015-04-26,other vegetables
4306,2015-04-26,domestic eggs
4306,2015-04-26,brown bread
4306,2015-04-26,detergent
4315,2015-04-26,citrus fruit
4315,2015-04-26,soda
4315,2015-04-26,butter
4315,2015-04-26,bottled water
4315,2015-04-26,bottled beer
4327,2015-04-26,citrus fruit
4327,2015-04-26,jam
4459,2015-04-26,tropical fruit
4459,2015-04-26,soda
4459,2015-04-26,frozen meals
4524,2015-04-26,citrus fruit
4524,2015-04-26,pastry
4633,2015-04-26,tropical fruit
4633,2015-04-26,citrus fruit
4633,2015-04-26,bottled water
4633,2015-04-26,rolls/buns
4633,2015-04-26,soda
4633,2015-04-26,pickled vegetables
4778,2015-04-26,sausage
4778,2015-04-26,oil
4984,2015-04-26,bottled beer
4984,2015-04-26,yogurt
4984,2015-04-26,soda
1197,2015-04-27,citrus fruit
1197,2015-04-27,yogurt
2165,2015-04-27,chicken
2165,2015-04-27,coffee
2255,2015-04-27,frankfurter
2255,2015-04-27,packaged fruit/vegetables
2980,2015-04-27,bottled beer
2980,2015-04-27,butter milk
3144,2015-04-27,tropical fruit
3144,2015-04-27,pip fruit
3144,2015-04-27,rolls/buns
3450,2015-04-27,other vegetables
3450,2015-04-27,meat
3450,2015-04-27,salty snack
3458,2015-04-27,citrus fruit
3458,2015-04-27,butter
3701,2015-04-27,mayonnaise
3701,2015-04-27,decalcifier
3735,2015-04-27,berries
3735,2015-04-27,pet care
4025,2015-04-27,other vegetables
4025,2015-04-27,long life bakery product
4112,2015-04-27,pip fruit
4112,2015-04-27,ice cream
4112,2015-04-27,popcorn
4112,2015-04-27,soda
4112,2015-04-27,bottled water
4112,2015-04-27,rolls/buns
4113,2015-04-27,UHT-milk
4113,2015-04-27,margarine
4336,2015-04-27,whole milk
4336,2015-04-27,whipped/sour cream
4336,2015-04-27,newspapers
4608,2015-04-27,frankfurter
4608,2015-04-27,ketchup
4834,2015-04-27,frankfurter
4834,2015-04-27,dessert
4873,2015-04-27,rolls/buns
4873,2015-04-27,hard cheese
1276,2015-04-28,sausage
1276,2015-04-28,whole milk
1276,2015-04-28,rolls/buns
1276,2015-04-28,bottled beer
1542,2015-04-28,curd
1542,2015-04-28,yogurt
1643,2015-04-28,yogurt
1643,2015-04-28,rolls/buns
1855,2015-04-28,chicken
1855,2015-04-28,canned beer
1855,2015-04-28,frozen vegetables
1855,2015-04-28,whipped/sour cream
2225,2015-04-28,pork
2225,2015-04-28,rolls/buns
2225,2015-04-28,brown bread
2225,2015-04-28,yogurt
2300,2015-04-28,sausage
2300,2015-04-28,white wine
2300,2015-04-28,hygiene articles
2757,2015-04-28,beef
2757,2015-04-28,condensed milk
2757,2015-04-28,specialty chocolate
2947,2015-04-28,ham
2947,2015-04-28,tropical fruit
2947,2015-04-28,bottled beer
3153,2015-04-28,canned beer
3153,2015-04-28,cake bar
3153,2015-04-28,newspapers
3153,2015-04-28,pastry
3153,2015-04-28,baking powder
3153,2015-04-28,yogurt
3166,2015-04-28,pork
3166,2015-04-28,hygiene articles
3298,2015-04-28,roll products
3298,2015-04-28,sausage
3298,2015-04-28,prosecco
3298,2015-04-28,chocolate
3427,2015-04-28,curd
3427,2015-04-28,other vegetables
3614,2015-04-28,tropical fruit
3614,2015-04-28,pastry
3659,2015-04-28,whole milk
3659,2015-04-28,whole milk
3794,2015-04-28,meat
3794,2015-04-28,bottled water
3794,2015-04-28,soda
3929,2015-04-28,root vegetables
3929,2015-04-28,root vegetables
3929,2015-04-28,frozen vegetables
4018,2015-04-28,hamburger meat
4018,2015-04-28,whole milk
4191,2015-04-28,other vegetables
4191,2015-04-28,chicken
4216,2015-04-28,sausage
4216,2015-04-28,pork
4334,2015-04-28,fruit/vegetable juice
4334,2015-04-28,candy
4334,2015-04-28,fruit/vegetable juice
4788,2015-04-28,beef
4788,2015-04-28,butter milk
4788,2015-04-28,yogurt
4788,2015-04-28,soda
4852,2015-04-28,yogurt
4852,2015-04-28,spread cheese
4852,2015-04-28,soda
4852,2015-04-28,fruit/vegetable juice
1126,2015-04-29,misc. beverages
1126,2015-04-29,whole milk
1126,2015-04-29,long life bakery product
1135,2015-04-29,whole milk
1135,2015-04-29,other vegetables
1331,2015-04-29,sausage
1331,2015-04-29,whipped/sour cream
1331,2015-04-29,misc. beverages
1407,2015-04-29,root vegetables
1407,2015-04-29,frankfurter
1407,2015-04-29,frankfurter
1407,2015-04-29,fruit/vegetable juice
1407,2015-04-29,bottled water
1407,2015-04-29,rolls/buns
1407,2015-04-29,detergent
1407,2015-04-29,bottled beer
1407,2015-04-29,male cosmetics
1654,2015-04-29,dish cleaner
1654,2015-04-29,rolls/buns
1654,2015-04-29,frozen potato products
1654,2015-04-29,frozen vegetables
2415,2015-04-29,tropical fruit
2415,2015-04-29,coffee
2415,2015-04-29,softener
2415,2015-04-29,soda
2565,2015-04-29,tropical fruit
2565,2015-04-29,root vegetables
2565,2015-04-29,pip fruit
2565,2015-04-29,butter milk
2565,2015-04-29,waffles
2565,2015-04-29,bottled beer
2589,2015-04-29,ice cream
2589,2015-04-29,fruit/vegetable juice
2589,2015-04-29,cereals
2600,2015-04-29,frozen potato products
2600,2015-04-29,female sanitary products
2600,2015-04-29,whole milk
2600,2015-04-29,other vegetables
2600,2015-04-29,fruit/vegetable juice
2670,2015-04-29,yogurt
2670,2015-04-29,berries
2670,2015-04-29,onions
2670,2015-04-29,pip fruit
2745,2015-04-29,meat
2745,2015-04-29,coffee
2869,2015-04-29,whole milk
2869,2015-04-29,curd
2869,2015-04-29,yogurt
3255,2015-04-29,pork
3255,2015-04-29,soda
3255,2015-04-29,other vegetables
3255,2015-04-29,ice cream
3763,2015-04-29,canned beer
3763,2015-04-29,coffee
3763,2015-04-29,flour
4240,2015-04-29,yogurt
4240,2015-04-29,chicken
4240,2015-04-29,soda
4314,2015-04-29,finished products
4314,2015-04-29,bottled beer
4375,2015-04-29,tropical fruit
4375,2015-04-29,soda
4375,2015-04-29,canned beer
1304,2015-04-30,rolls/buns
1304,2015-04-30,whipped/sour cream
1304,2015-04-30,dishes
1323,2015-04-30,soups
1323,2015-04-30,whole milk
1323,2015-04-30,beef
1323,2015-04-30,bottled beer
1332,2015-04-30,pastry
1332,2015-04-30,whole milk
1566,2015-04-30,grapes
1566,2015-04-30,ketchup
1923,2015-04-30,canned beer
1923,2015-04-30,other vegetables
1945,2015-04-30,chocolate
1945,2015-04-30,whole milk
1945,2015-04-30,hamburger meat
1945,2015-04-30,other vegetables
2073,2015-04-30,rolls/buns
2073,2015-04-30,canned fish
2073,2015-04-30,chocolate
2159,2015-04-30,rolls/buns
2159,2015-04-30,female sanitary products
2601,2015-04-30,beef
2601,2015-04-30,specialty chocolate
2689,2015-04-30,curd
2689,2015-04-30,nuts/prunes
2689,2015-04-30,root vegetables
2689,2015-04-30,sausage
2689,2015-04-30,whole milk
2689,2015-04-30,rolls/buns
2689,2015-04-30,root vegetables
2689,2015-04-30,bottled water
2689,2015-04-30,hard cheese
2724,2015-04-30,ice cream
2724,2015-04-30,specialty chocolate
2724,2015-04-30,semi-finished bread
3088,2015-04-30,canned beer
3088,2015-04-30,chocolate
3164,2015-04-30,pork
3164,2015-04-30,pork
3326,2015-04-30,rolls/buns
3326,2015-04-30,chicken
3327,2015-04-30,soda
3327,2015-04-30,brown bread
3445,2015-04-30,soda
3445,2015-04-30,tropical fruit
3472,2015-04-30,frankfurter
3472,2015-04-30,mayonnaise
3472,2015-04-30,whipped/sour cream
3472,2015-04-30,pastry
3472,2015-04-30,misc. beverages
3677,2015-04-30,citrus fruit
3677,2015-04-30,tropical fruit
3677,2015-04-30,canned fish
3704,2015-04-30,chocolate
3704,2015-04-30,white wine
3704,2015-04-30,newspapers
3855,2015-04-30,pork
3855,2015-04-30,oil
3878,2015-04-30,photo/film
3878,2015-04-30,pip fruit
3878,2015-04-30,butter
3878,2015-04-30,liquor (appetizer)
3878,2015-04-30,bottled beer
3878,2015-04-30,sweet spreads
4002,2015-04-30,sausage
4002,2015-04-30,white wine
4042,2015-04-30,yogurt
4042,2015-04-30,citrus fruit
4101,2015-04-30,bottled beer
4101,2015-04-30,red/blush wine
4166,2015-04-30,bottled water
4166,2015-04-30,mustard
4588,2015-04-30,bottled beer
4588,2015-04-30,tropical fruit
4588,2015-04-30,newspapers
4588,2015-04-30,whole milk
4588,2015-04-30,tropical fruit
4588,2015-04-30,soft cheese
4588,2015-04-30,hard cheese
4588,2015-04-30,white wine
4612,2015-04-30,sausage
4612,2015-04-30,other vegetables
4701,2015-04-30,soda
4701,2015-04-30,soda
4701,2015-04-30,pip fruit
4701,2015-04-30,popcorn
4701,2015-04-30,soda
4701,2015-04-30,pasta
4701,2015-04-30,whole milk
4701,2015-04-30,dental care
1140,2015-05-01,photo/film
1140,2015-05-01,frankfurter
1140,2015-05-01,other vegetables
1140,2015-05-01,curd
1140,2015-05-01,waffles
1648,2015-05-01,pork
1648,2015-05-01,pastry
1827,2015-05-01,meat
1827,2015-05-01,whole milk
2255,2015-05-01,tropical fruit
2255,2015-05-01,cookware
2255,2015-05-01,whole milk
2255,2015-05-01,oil
2661,2015-05-01,bottled water
2661,2015-05-01,tropical fruit
2690,2015-05-01,root vegetables
2690,2015-05-01,other vegetables
2690,2015-05-01,white wine
3283,2015-05-01,whole milk
3283,2015-05-01,soda
3283,2015-05-01,mayonnaise
3424,2015-05-01,frankfurter
3424,2015-05-01,root vegetables
3551,2015-05-01,mayonnaise
3551,2015-05-01,tropical fruit
3551,2015-05-01,packaged fruit/vegetables
3551,2015-05-01,beverages
3551,2015-05-01,cereals
3934,2015-05-01,shopping bags
3934,2015-05-01,whole milk
3934,2015-05-01,cling film/bags
3934,2015-05-01,bottled beer
3934,2015-05-01,newspapers
4082,2015-05-01,whole milk
4082,2015-05-01,root vegetables
4116,2015-05-01,pastry
4116,2015-05-01,soda
4116,2015-05-01,detergent
4212,2015-05-01,other vegetables
4212,2015-05-01,tropical fruit
4225,2015-05-01,pip fruit
4225,2015-05-01,bottled beer
4301,2015-05-01,sausage
4301,2015-05-01,hamburger meat
4301,2015-05-01,pork
4301,2015-05-01,chewing gum
4301,2015-05-01,whole milk
4301,2015-05-01,soda
4301,2015-05-01,soft cheese
4301,2015-05-01,yogurt
4447,2015-05-01,rolls/buns
4447,2015-05-01,butter
4460,2015-05-01,meat
4460,2015-05-01,sliced cheese
4585,2015-05-01,other vegetables
4585,2015-05-01,beef
4585,2015-05-01,tropical fruit
4585,2015-05-01,brown bread
4585,2015-05-01,cat food
4820,2015-05-01,pip fruit
4820,2015-05-01,pastry
4820,2015-05-01,rolls/buns
4820,2015-05-01,chocolate
4820,2015-05-01,soda
4855,2015-05-01,liquor
4855,2015-05-01,sweet spreads
4903,2015-05-01,chicken
4903,2015-05-01,fruit/vegetable juice
1001,2015-05-02,frankfurter
1001,2015-05-02,curd
1467,2015-05-02,sausage
1467,2015-05-02,tropical fruit
1536,2015-05-02,whole milk
1536,2015-05-02,rolls/buns
1800,2015-05-02,whole milk
1800,2015-05-02,root vegetables
1800,2015-05-02,rolls/buns
1800,2015-05-02,whipped/sour cream
1827,2015-05-02,frankfurter
1827,2015-05-02,whipped/sour cream
1827,2015-05-02,cat food
1929,2015-05-02,chicken
1929,2015-05-02,soda
2055,2015-05-02,sausage
2055,2015-05-02,beverages
2117,2015-05-02,pasta
2117,2015-05-02,brown bread
2117,2015-05-02,beef
2117,2015-05-02,long life bakery product
2117,2015-05-02,citrus fruit
2117,2015-05-02,whipped/sour cream
2117,2015-05-02,specialty cheese
2117,2015-05-02,frozen vegetables
2315,2015-05-02,onions
2315,2015-05-02,other vegetables
2353,2015-05-02,soda
2353,2015-05-02,soda
2571,2015-05-02,root vegetables
2571,2015-05-02,tropical fruit
2681,2015-05-02,beef
2681,2015-05-02,fruit/vegetable juice
2754,2015-05-02,liver loaf
2754,2015-05-02,pip fruit
2754,2015-05-02,fruit/vegetable juice
2754,2015-05-02,curd
3122,2015-05-02,coffee
3122,2015-05-02,chicken
3130,2015-05-02,sausage
3130,2015-05-02,bottled water
3168,2015-05-02,soda
3168,2015-05-02,flour
3168,2015-05-02,pudding powder
3289,2015-05-02,frankfurter
3289,2015-05-02,curd
3289,2015-05-02,beef
3289,2015-05-02,whipped/sour cream
3311,2015-05-02,misc. beverages
3311,2015-05-02,root vegetables
3311,2015-05-02,frozen vegetables
3311,2015-05-02,rolls/buns
3586,2015-05-02,whole milk
3586,2015-05-02,hamburger meat
3586,2015-05-02,beverages
3586,2015-05-02,bottled water
4202,2015-05-02,yogurt
4202,2015-05-02,other vegetables
4280,2015-05-02,frozen meals
4280,2015-05-02,bottled water
4314,2015-05-02,rolls/buns
4314,2015-05-02,white bread
4326,2015-05-02,tropical fruit
4326,2015-05-02,sweet spreads
4524,2015-05-02,spread cheese
4524,2015-05-02,specialty bar
4594,2015-05-02,whipped/sour cream
4594,2015-05-02,meat spreads
4789,2015-05-02,ice cream
4789,2015-05-02,curd
4841,2015-05-02,whole milk
4841,2015-05-02,rolls/buns
4841,2015-05-02,dish cleaner
4868,2015-05-02,onions
4868,2015-05-02,long life bakery product
1081,2015-05-03,specialty bar
1081,2015-05-03,tropical fruit
1081,2015-05-03,yogurt
1081,2015-05-03,bottled beer
1081,2015-05-03,baking powder
1404,2015-05-03,bottled water
1404,2015-05-03,oil
1404,2015-05-03,sausage
1404,2015-05-03,bottled beer
1404,2015-05-03,rolls/buns
1404,2015-05-03,bottled water
1404,2015-05-03,waffles
1404,2015-05-03,tropical fruit
1404,2015-05-03,frozen meals
1609,2015-05-03,other vegetables
1609,2015-05-03,napkins
1609,2015-05-03,white wine
1715,2015-05-03,chicken
1715,2015-05-03,whole milk
1715,2015-05-03,curd
1715,2015-05-03,frozen meals
1715,2015-05-03,beverages
1974,2015-05-03,packaged fruit/vegetables
1974,2015-05-03,fish
1974,2015-05-03,frozen meals
1974,2015-05-03,specialty chocolate
1974,2015-05-03,brown bread
2178,2015-05-03,sausage
2178,2015-05-03,beef
2178,2015-05-03,salty snack
2201,2015-05-03,specialty chocolate
2201,2015-05-03,butter milk
2518,2015-05-03,pork
2518,2015-05-03,other vegetables
3012,2015-05-03,nuts/prunes
3012,2015-05-03,onions
3194,2015-05-03,chicken
3194,2015-05-03,UHT-milk
3194,2015-05-03,napkins
3334,2015-05-03,chicken
3334,2015-05-03,whole milk
4069,2015-05-03,rolls/buns
4069,2015-05-03,pork
4069,2015-05-03,pastry
4069,2015-05-03,other vegetables
4069,2015-05-03,soda
4069,2015-05-03,pot plants
4069,2015-05-03,newspapers
4161,2015-05-03,meat
4161,2015-05-03,tropical fruit
4161,2015-05-03,whipped/sour cream
4170,2015-05-03,sausage
4170,2015-05-03,frozen meals
4170,2015-05-03,instant coffee
4717,2015-05-03,pip fruit
4717,2015-05-03,tropical fruit
4717,2015-05-03,whole milk
1015,2015-05-04,citrus fruit
1015,2015-05-04,whole milk
1050,2015-05-04,meat
1050,2015-05-04,whole milk
1273,2015-05-04,artif. sweetener
1273,2015-05-04,whole milk
1636,2015-05-04,other vegetables
1636,2015-05-04,whole milk
1901,2015-05-04,citrus fruit
1901,2015-05-04,butter
1901,2015-05-04,chocolate
2489,2015-05-04,whole milk
2489,2015-05-04,herbs
2489,2015-05-04,rolls/buns
2489,2015-05-04,cake bar
3180,2015-05-04,tropical fruit
3180,2015-05-04,zwieback
3327,2015-05-04,pip fruit
3327,2015-05-04,dishes
3327,2015-05-04,soft cheese
3499,2015-05-04,whole milk
3499,2015-05-04,white wine
3499,2015-05-04,UHT-milk
3664,2015-05-04,frozen vegetables
3664,2015-05-04,canned beer
3664,2015-05-04,brown bread
3664,2015-05-04,soda
3937,2015-05-04,sparkling wine
3937,2015-05-04,butter
4008,2015-05-04,herbs
4008,2015-05-04,pip fruit
4195,2015-05-04,salty snack
4195,2015-05-04,other vegetables
4378,2015-05-04,frankfurter
4378,2015-05-04,rolls/buns
4412,2015-05-04,sausage
4412,2015-05-04,frozen vegetables
4805,2015-05-04,whole milk
4805,2015-05-04,rolls/buns
4931,2015-05-04,whole milk
4931,2015-05-04,citrus fruit
4931,2015-05-04,butter
4931,2015-05-04,pip fruit
4954,2015-05-04,whole milk
4954,2015-05-04,grapes
1171,2015-05-05,bottled water
1171,2015-05-05,onions
1339,2015-05-05,sausage
1339,2015-05-05,whole milk
1668,2015-05-05,chicken
1668,2015-05-05,rolls/buns
1668,2015-05-05,pip fruit
1668,2015-05-05,pastry
1668,2015-05-05,frozen meals
2352,2015-05-05,sausage
2352,2015-05-05,pastry
2476,2015-05-05,citrus fruit
2476,2015-05-05,root vegetables
2494,2015-05-05,pip fruit
2494,2015-05-05,canned beer
2494,2015-05-05,soft cheese
2494,2015-05-05,soft cheese
2494,2015-05-05,canned fish
2494,2015-05-05,semi-finished bread
2494,2015-05-05,newspapers
2494,2015-05-05,napkins
2707,2015-05-05,chicken
2707,2015-05-05,whole milk
2743,2015-05-05,beef
2743,2015-05-05,dog food
2743,2015-05-05,yogurt
2808,2015-05-05,root vegetables
2808,2015-05-05,canned beer
2993,2015-05-05,long life bakery product
2993,2015-05-05,napkins
3066,2015-05-05,bottled water
3066,2015-05-05,other vegetables
3182,2015-05-05,soda
3182,2015-05-05,rice
3182,2015-05-05,sweet spreads
3196,2015-05-05,soda
3196,2015-05-05,whole milk
3588,2015-05-05,citrus fruit
3588,2015-05-05,pip fruit
3588,2015-05-05,ketchup
3588,2015-05-05,roll products
3588,2015-05-05,seasonal products
3588,2015-05-05,hard cheese
3588,2015-05-05,dog food
3737,2015-05-05,whole milk
3737,2015-05-05,yogurt
3737,2015-05-05,pot plants
3737,2015-05-05,pastry
3737,2015-05-05,flower (seeds)
3737,2015-05-05,pudding powder
3860,2015-05-05,whole milk
3860,2015-05-05,frozen vegetables
3860,2015-05-05,bottled beer
3860,2015-05-05,specialty cheese
3860,2015-05-05,chewing gum
4065,2015-05-05,shopping bags
4065,2015-05-05,canned beer
4134,2015-05-05,packaged fruit/vegetables
4134,2015-05-05,pip fruit
4176,2015-05-05,semi-finished bread
4176,2015-05-05,flour
4441,2015-05-05,grapes
4441,2015-05-05,soda
1107,2015-05-06,citrus fruit
1107,2015-05-06,misc. beverages
1651,2015-05-06,tropical fruit
1651,2015-05-06,other vegetables
1948,2015-05-06,baking powder
1948,2015-05-06,pet care
1948,2015-05-06,yogurt
1948,2015-05-06,frozen vegetables
2232,2015-05-06,bottled beer
2232,2015-05-06,whole milk
2232,2015-05-06,citrus fruit
2232,2015-05-06,other vegetables
2232,2015-05-06,soft cheese
2370,2015-05-06,curd
2370,2015-05-06,UHT-milk
2370,2015-05-06,shopping bags
2599,2015-05-06,chicken
2599,2015-05-06,curd
2795,2015-05-06,citrus fruit
2795,2015-05-06,white bread
3023,2015-05-06,onions
3023,2015-05-06,hamburger meat
3050,2015-05-06,chicken
3050,2015-05-06,beef
3050,2015-05-06,white bread
3050,2015-05-06,semi-finished bread
3160,2015-05-06,other vegetables
3160,2015-05-06,processed cheese
3743,2015-05-06,canned beer
3743,2015-05-06,sliced cheese
3743,2015-05-06,cake bar
4054,2015-05-06,rolls/buns
4054,2015-05-06,whole milk
4204,2015-05-06,spread cheese
4204,2015-05-06,shopping bags
4344,2015-05-06,citrus fruit
4344,2015-05-06,specialty bar
4344,2015-05-06,domestic eggs
4499,2015-05-06,bottled beer
4499,2015-05-06,beef
4499,2015-05-06,frozen vegetables
4499,2015-05-06,shopping bags
1098,2015-05-07,canned beer
1098,2015-05-07,napkins
1098,2015-05-07,rolls/buns
1275,2015-05-07,root vegetables
1275,2015-05-07,butter
1275,2015-05-07,dessert
1827,2015-05-07,sausage
1827,2015-05-07,spread cheese
1827,2015-05-07,specialty bar
1827,2015-05-07,soda
2077,2015-05-07,bottled water
2077,2015-05-07,roll products
2077,2015-05-07,butter
2077,2015-05-07,coffee
2077,2015-05-07,rum
2475,2015-05-07,canned vegetables
2475,2015-05-07,fish
2537,2015-05-07,sausage
2537,2015-05-07,other vegetables
2537,2015-05-07,oil
2537,2015-05-07,candy
2546,2015-05-07,pet care
2546,2015-05-07,mustard
2587,2015-05-07,canned beer
2587,2015-05-07,tropical fruit
2723,2015-05-07,white wine
2723,2015-05-07,tropical fruit
3034,2015-05-07,condensed milk
3034,2015-05-07,other vegetables
3480,2015-05-07,root vegetables
3480,2015-05-07,misc. beverages
3480,2015-05-07,other vegetables
3623,2015-05-07,salty snack
3623,2015-05-07,liquor
3766,2015-05-07,citrus fruit
3766,2015-05-07,frankfurter
3766,2015-05-07,tropical fruit
3766,2015-05-07,napkins
3810,2015-05-07,grapes
3810,2015-05-07,other vegetables
4059,2015-05-07,frozen meals
4059,2015-05-07,sausage
4059,2015-05-07,flour
4059,2015-05-07,curd
4059,2015-05-07,whipped/sour cream
4667,2015-05-07,beef
4667,2015-05-07,other vegetables
4748,2015-05-07,rolls/buns
4748,2015-05-07,fruit/vegetable juice
4953,2015-05-07,pip fruit
4953,2015-05-07,whole milk
4953,2015-05-07,coffee
4953,2015-05-07,salty snack
1346,2015-05-08,pip fruit
1346,2015-05-08,domestic eggs
1692,2015-05-08,citrus fruit
