satisfaction,Gender,Age,Customer_Type,Class,Flight_Distance,Seat_comfort,Food_and_drink,Inflight_wifi_service,Inflight_entertainment,Onboard_service,Leg_room_service,Baggage_handling,Cleanliness,Departure_Delay_in_Minutes,Arrival_Delay_in_Minutes
satisfied,Female,27.0,Loyal Customer,Eco,2336.0,5.0,5.0,2.0,4.0,5.0,5.0,5.0,5.0,0.0,0.0
satisfied,Female,54.0,Loyal Customer,Eco,979.0,1.0,1.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,15.0
dissatisfied,Male,52.0,Loyal Customer,Eco,2199.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,4.0,0.0,6.0
dissatisfied,Male,70.0,Loyal Customer,Eco,1798.0,1.0,1.0,5.0,1.0,3.0,5.0,5.0,5.0,0.0,0.0
satisfied,Female,33.0,Loyal Customer,Eco,2218.0,3.0,3.0,4.0,4.0,3.0,2.0,5.0,3.0,0.0,0.0
dissatisfied,Male,57.0,Loyal Customer,Eco,1587.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,3.0,2.0,8.0
dissatisfied,Male,60.0,Loyal Customer,Eco,2126.0,1.0,1.0,4.0,1.0,1.0,3.0,3.0,3.0,0.0,4.0
dissatisfied,Male,37.0,Loyal Customer,Eco,3525.0,1.0,1.0,2.0,1.0,4.0,2.0,3.0,5.0,0.0,0.0
satisfied,Female,33.0,Loyal Customer,Eco,2483.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,10.0,0.0
satisfied,Female,52.0,Loyal Customer,Eco,2525.0,5.0,5.0,5.0,3.0,2.0,4.0,4.0,4.0,0.0,0.0
dissatisfied,Male,17.0,Loyal Customer,Business,1599.0,2.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,19.0,18.0
dissatisfied,Female,23.0,Loyal Customer,Eco,2998.0,2.0,2.0,2.0,2.0,5.0,1.0,4.0,1.0,102.0,190.0
satisfied,Female,20.0,Loyal Customer,Eco,1673.0,5.0,4.0,3.0,5.0,2.0,2.0,2.0,2.0,0.0,0.0
satisfied,Female,11.0,Loyal Customer,Eco,1774.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,0.0
satisfied,Male,65.0,Loyal Customer,Eco,2783.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,17.0,1.0
satisfied,Female,30.0,Loyal Customer,Eco,1813.0,4.0,4.0,1.0,4.0,3.0,5.0,4.0,4.0,0.0,0.0
dissatisfied,Male,40.0,Loyal Customer,Business,1597.0,3.0,3.0,2.0,5.0,5.0,3.0,5.0,5.0,0.0,0.0
satisfied,Female,68.0,Loyal Customer,Eco Plus,1805.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,8.0,0.0
dissatisfied,Female,35.0,Loyal Customer,Eco,1886.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,0.0,18.0
dissatisfied,Male,28.0,Loyal Customer,Eco,2361.0,2.0,2.0,1.0,2.0,1.0,3.0,4.0,4.0,3.0,5.0
dissatisfied,Male,52.0,Loyal Customer,Eco,2143.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,14.0
dissatisfied,Male,12.0,Loyal Customer,Business,2877.0,2.0,2.0,2.0,2.0,3.0,5.0,5.0,4.0,30.0,12.0
satisfied,Female,12.0,Loyal Customer,Eco,2717.0,4.0,4.0,1.0,3.0,4.0,4.0,4.0,4.0,51.0,65.0
satisfied,Female,53.0,Loyal Customer,Eco,194.0,2.0,2.0,4.0,5.0,2.0,2.0,2.0,2.0,0.0,0.0
satisfied,Female,60.0,Loyal Customer,Eco,211.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,0.0,0.0
dissatisfied,Male,32.0,Loyal Customer,Eco,2309.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,18.0,9.0
dissatisfied,Female,9.0,Loyal Customer,Eco,1762.0,4.0,4.0,3.0,4.0,1.0,1.0,4.0,5.0,0.0,0.0
satisfied,Male,68.0,Loyal Customer,Eco,2575.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,1.0,14.0,0.0
dissatisfied,Female,17.0,Loyal Customer,Eco,1513.0,3.0,3.0,5.0,3.0,2.0,4.0,4.0,4.0,0.0,0.0
dissatisfied,Male,61.0,Loyal Customer,Eco,2437.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,5.0,0.0,0.0
satisfied,Female,38.0,Loyal Customer,Eco,3140.0,2.0,2.0,4.0,1.0,5.0,5.0,5.0,5.0,1.0,0.0
dissatisfied,Male,9.0,Loyal Customer,Eco,3119.0,2.0,2.0,5.0,2.0,4.0,1.0,3.0,3.0,0.0,0.0
satisfied,Female,47.0,Loyal Customer,Business,1668.0,0.0,0.0,1.0,2.0,3.0,0.0,3.0,3.0,16.0,0.0
dissatisfied,Male,41.0,Loyal Customer,Eco,1462.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,24.0,24.0
dissatisfied,Male,32.0,Loyal Customer,Eco,3308.0,1.0,1.0,5.0,1.0,3.0,4.0,3.0,1.0,24.0,0.0
dissatisfied,Male,38.0,Loyal Customer,Business,472.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,46.0,47.0
satisfied,Female,51.0,Loyal Customer,Eco,785.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,1.0,0.0
dissatisfied,Male,12.0,Loyal Customer,Eco,2308.0,2.0,2.0,5.0,2.0,4.0,1.0,3.0,4.0,5.0,34.0
satisfied,Female,56.0,Loyal Customer,Eco Plus,324.0,5.0,5.0,2.0,3.0,5.0,5.0,5.0,5.0,56.0,50.0
dissatisfied,Female,67.0,Loyal Customer,Eco,756.0,4.0,5.0,2.0,4.0,2.0,5.0,4.0,2.0,0.0,0.0
satisfied,Female,30.0,Loyal Customer,Eco Plus,1542.0,3.0,3.0,3.0,4.0,1.0,3.0,1.0,5.0,0.0,0.0
dissatisfied,Male,47.0,Loyal Customer,Eco,2538.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,5.0,3.0,30.0
satisfied,Female,26.0,Loyal Customer,Eco,2559.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,25.0,30.0
satisfied,Female,29.0,Loyal Customer,Eco,4169.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,0.0,0.0
dissatisfied,Male,45.0,Loyal Customer,Business,321.0,1.0,1.0,3.0,4.0,2.0,1.0,4.0,2.0,50.0,47.0
satisfied,Female,15.0,Loyal Customer,Eco,1393.0,1.0,1.0,5.0,5.0,3.0,4.0,4.0,4.0,0.0,0.0
satisfied,Female,21.0,Loyal Customer,Eco,1327.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0
satisfied,Male,14.0,Loyal Customer,Eco,1835.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,3.0,0.0,0.0
dissatisfied,Male,58.0,Loyal Customer,Business,1081.0,2.0,2.0,5.0,5.0,3.0,2.0,3.0,3.0,0.0,0.0
satisfied,Female,38.0,Loyal Customer,Eco,1625.0,3.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,0.0,0.0
dissatisfied,Male,11.0,Loyal Customer,Eco Plus,3451.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,5.0,1.0,17.0
satisfied,Female,53.0,Loyal Customer,Eco,642.0,3.0,2.0,5.0,5.0,2.0,4.0,1.0,2.0,0.0,0.0
satisfied,Female,10.0,Loyal Customer,Eco,4402.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,0.0,7.0
satisfied,Male,61.0,Loyal Customer,Eco,1822.0,0.0,0.0,3.0,0.0,5.0,2.0,3.0,3.0,0.0,0.0
satisfied,Female,44.0,Loyal Customer,Eco,1655.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,11.0,9.0
satisfied,Female,18.0,Loyal Customer,Eco,2834.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0,0.0
satisfied,Female,45.0,Loyal Customer,Eco,1189.0,4.0,3.0,5.0,1.0,4.0,4.0,4.0,4.0,0.0,0.0
dissatisfied,Female,54.0,Loyal Customer,Eco,1957.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,3.0,205.0,213.0
satisfied,Female,41.0,Loyal Customer,Eco Plus,343.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,19.0,44.0
satisfied,Female,36.0,Loyal Customer,Eco,1414.0,2.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,0.0,0.0
dissatisfied,Male,18.0,Loyal Customer,Eco,1420.0,3.0,3.0,3.0,3.0,1.0,2.0,5.0,2.0,0.0,0.0
satisfied,Female,66.0,Loyal Customer,Eco,408.0,3.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,18.0,11.0
dissatisfied,Male,35.0,Loyal Customer,Eco,2528.0,1.0,1.0,4.0,1.0,4.0,3.0,3.0,4.0,0.0,0.0
dissatisfied,Male,45.0,Loyal Customer,Eco,1519.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,8.0,3.0
dissatisfied,Male,16.0,Loyal Customer,Eco,2947.0,2.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,0.0,0.0
dissatisfied,Female,21.0,Loyal Customer,Eco,1602.0,3.0,3.0,5.0,3.0,4.0,4.0,5.0,4.0,0.0,2.0
satisfied,Female,61.0,Loyal Customer,Eco,582.0,5.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,26.0,15.0
satisfied,Female,29.0,Loyal Customer,Eco,2893.0,1.0,1.0,2.0,5.0,3.0,2.0,3.0,3.0,15.0,3.0
dissatisfied,Female,46.0,Loyal Customer,Eco,279.0,3.0,3.0,4.0,4.0,5.0,3.0,5.0,5.0,13.0,10.0
satisfied,Female,53.0,Loyal Customer,Eco,325.0,4.0,2.0,5.0,3.0,5.0,5.0,5.0,5.0,0.0,0.0
satisfied,Female,33.0,Loyal Customer,Business,511.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,60.0,44.0
satisfied,Female,22.0,Loyal Customer,Eco,2567.0,3.0,3.0,5.0,5.0,1.0,2.0,2.0,1.0,14.0,15.0
dissatisfied,Male,9.0,Loyal Customer,Eco,1740.0,3.0,3.0,5.0,3.0,2.0,4.0,4.0,3.0,0.0,0.0
satisfied,Female,42.0,Loyal Customer,Eco,407.0,4.0,1.0,3.0,4.0,5.0,5.0,4.0,5.0,28.0,27.0
dissatisfied,Male,49.0,Loyal Customer,Eco,3809.0,2.0,2.0,5.0,2.0,2.0,1.0,2.0,3.0,7.0,6.0
dissatisfied,Male,65.0,Loyal Customer,Eco,2105.0,2.0,2.0,1.0,2.0,1.0,5.0,2.0,4.0,0.0,0.0
dissatisfied,Male,67.0,Loyal Customer,Eco,1928.0,1.0,1.0,4.0,1.0,5.0,3.0,4.0,5.0,0.0,23.0
dissatisfied,Male,30.0,Loyal Customer,Eco,2842.0,4.0,4.0,2.0,4.0,4.0,5.0,2.0,4.0,0.0,0.0
dissatisfied,Female,66.0,Loyal Customer,Eco,940.0,4.0,4.0,5.0,5.0,2.0,4.0,2.0,2.0,0.0,0.0
dissatisfied,Male,37.0,Loyal Customer,Eco,2218.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,20.0,41.0
dissatisfied,Male,16.0,Loyal Customer,Eco,2294.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0
dissatisfied,Male,39.0,Loyal Customer,Eco,2229.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,0.0,0.0
satisfied,Female,22.0,Loyal Customer,Eco,1598.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,0.0,21.0
satisfied,Female,11.0,Loyal Customer,Eco,2440.0,2.0,4.0,2.0,5.0,4.0,4.0,5.0,4.0,9.0,1.0
satisfied,Female,38.0,Loyal Customer,Eco,1225.0,3.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,0.0,0.0
dissatisfied,Male,12.0,Loyal Customer,Eco,1771.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,3.0,1.0,0.0
dissatisfied,Female,11.0,Loyal Customer,Eco,2028.0,3.0,3.0,2.0,3.0,4.0,1.0,1.0,3.0,0.0,13.0
satisfied,Female,15.0,Loyal Customer,Eco,2587.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,0.0,52.0
satisfied,Female,38.0,Loyal Customer,Eco,1440.0,4.0,4.0,1.0,4.0,4.0,1.0,3.0,4.0,64.0,73.0
dissatisfied,Male,42.0,Loyal Customer,Eco,2269.0,3.0,5.0,3.0,5.0,4.0,5.0,3.0,3.0,11.0,0.0
satisfied,Female,33.0,Loyal Customer,Eco,2119.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,0.0,63.0
dissatisfied,Male,45.0,Loyal Customer,Business,803.0,3.0,4.0,3.0,5.0,3.0,4.0,4.0,3.0,0.0,0.0
dissatisfied,Male,69.0,Loyal Customer,Eco,2070.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,8.0,2.0
satisfied,Female,8.0,Loyal Customer,Eco Plus,1907.0,2.0,2.0,3.0,1.0,4.0,4.0,4.0,4.0,7.0,0.0
dissatisfied,Male,13.0,Loyal Customer,Eco,1995.0,2.0,5.0,3.0,5.0,2.0,2.0,4.0,3.0,8.0,3.0
satisfied,Female,46.0,Loyal Customer,Eco,921.0,5.0,5.0,4.0,4.0,3.0,3.0,5.0,4.0,0.0,9.0
dissatisfied,Male,65.0,Loyal Customer,Eco,2134.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,1.0
dissatisfied,Male,37.0,Loyal Customer,Eco,2071.0,1.0,1.0,5.0,1.0,4.0,1.0,4.0,4.0,20.0,11.0
satisfied,Female,46.0,Loyal Customer,Eco,2779.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,6.0,0.0
dissatisfied,Male,8.0,Loyal Customer,Eco Plus,2657.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,18.0
dissatisfied,Female,27.0,Loyal Customer,Eco,2022.0,4.0,4.0,2.0,4.0,4.0,3.0,5.0,5.0,6.0,0.0
satisfied,Female,12.0,Loyal Customer,Eco,2103.0,5.0,3.0,5.0,4.0,2.0,4.0,1.0,4.0,12.0,8.0
dissatisfied,Male,29.0,Loyal Customer,Eco,2359.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,0.0,0.0
dissatisfied,Male,8.0,Loyal Customer,Eco,1391.0,4.0,4.0,2.0,4.0,4.0,5.0,3.0,3.0,9.0,5.0
satisfied,Female,8.0,Loyal Customer,Eco Plus,1221.0,3.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,0.0,0.0
satisfied,Female,10.0,Loyal Customer,Eco Plus,1748.0,5.0,5.0,1.0,5.0,3.0,5.0,5.0,4.0,0.0,0.0
satisfied,Female,45.0,Loyal Customer,Eco,248.0,5.0,1.0,3.0,4.0,5.0,5.0,5.0,5.0,0.0,0.0
satisfied,Female,64.0,Loyal Customer,Eco,584.0,1.0,1.0,5.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0
satisfied,Female,36.0,Loyal Customer,Eco,1933.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0
satisfied,Female,28.0,Loyal Customer,Eco,2601.0,5.0,5.0,3.0,3.0,2.0,3.0,2.0,2.0,0.0,7.0
dissatisfied,Male,68.0,Loyal Customer,Eco,2235.0,2.0,2.0,1.0,2.0,5.0,5.0,5.0,4.0,30.0,27.0
dissatisfied,Male,59.0,Loyal Customer,Eco,2692.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,39.0,34.0
dissatisfied,Male,69.0,Loyal Customer,Eco,1779.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,3.0,0.0,0.0
satisfied,Male,39.0,Loyal Customer,Eco Plus,1212.0,5.0,5.0,3.0,5.0,2.0,1.0,4.0,4.0,0.0,0.0
satisfied,Female,19.0,Loyal Customer,Eco,2275.0,4.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,0.0,0.0
dissatisfied,Male,65.0,Loyal Customer,Eco,1972.0,1.0,1.0,5.0,1.0,4.0,5.0,5.0,4.0,31.0,12.0
satisfied,Male,18.0,Loyal Customer,Eco,2146.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,0.0,0.0
dissatisfied,Male,38.0,Loyal Customer,Eco Plus,3188.0,3.0,4.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,0.0
satisfied,Male,25.0,Loyal Customer,Eco,2327.0,5.0,4.0,3.0,4.0,5.0,2.0,5.0,5.0,0.0,0.0
satisfied,Female,51.0,Loyal Customer,Business,814.0,3.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,6.0,22.0
satisfied,Female,18.0,Loyal Customer,Eco,1948.0,0.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,15.0,10.0
dissatisfied,Female,52.0,Loyal Customer,Business,844.0,4.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,0.0,0.0
satisfied,Female,22.0,Loyal Customer,Eco,3809.0,0.0,0.0,2.0,4.0,4.0,1.0,5.0,5.0,0.0,0.0
satisfied,Female,67.0,Loyal Customer,Eco,497.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,0.0,33.0
dissatisfied,Male,33.0,disloyal Customer,Eco,2281.0,4.0,3.0,5.0,3.0,5.0,3.0,5.0,5.0,0.0,0.0
satisfied,Female,24.0,Loyal Customer,Eco,1481.0,5.0,5.0,4.0,5.0,1.0,4.0,3.0,4.0,0.0,62.0
dissatisfied,Male,17.0,Loyal Customer,Business,2504.0,3.0,4.0,4.0,1.0,1.0,3.0,3.0,4.0,269.0,264.0
dissatisfied,Female,10.0,Loyal Customer,Eco,1250.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,5.0,0.0
dissatisfied,Female,63.0,Loyal Customer,Eco,836.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,0.0,2.0
satisfied,Female,60.0,Loyal Customer,Eco,404.0,1.0,1.0,4.0,5.0,2.0,2.0,2.0,2.0,0.0,0.0
satisfied,Female,35.0,Loyal Customer,Eco,1599.0,5.0,2.0,4.0,4.0,1.0,5.0,4.0,2.0,0.0,0.0
dissatisfied,Male,58.0,Loyal Customer,Eco,1371.0,2.0,2.0,3.0,2.0,4.0,3.0,5.0,5.0,0.0,16.0
satisfied,Female,38.0,Loyal Customer,Eco,1185.0,4.0,4.0,4.0,1.0,5.0,4.0,5.0,3.0,1.0,0.0
dissatisfied,Male,15.0,Loyal Customer,Eco,1838.0,3.0,3.0,2.0,3.0,4.0,2.0,5.0,5.0,19.0,19.0
dissatisfied,Male,17.0,Loyal Customer,Eco,1534.0,3.0,3.0,3.0,3.0,5.0,1.0,2.0,4.0,0.0,2.0
dissatisfied,Male,56.0,Loyal Customer,Eco,1466.0,1.0,1.0,2.0,1.0,5.0,5.0,4.0,2.0,14.0,1.0
dissatisfied,Male,45.0,Loyal Customer,Eco,2265.0,1.0,1.0,1.0,1.0,5.0,4.0,2.0,2.0,219.0,224.0
dissatisfied,Male,19.0,Loyal Customer,Eco,1504.0,3.0,3.0,1.0,3.0,4.0,2.0,2.0,1.0,51.0,51.0
dissatisfied,Female,13.0,Loyal Customer,Business,1186.0,4.0,2.0,4.0,2.0,3.0,5.0,5.0,5.0,0.0,0.0
satisfied,Female,58.0,Loyal Customer,Eco,666.0,5.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,0.0,7.0
dissatisfied,Male,25.0,Loyal Customer,Business,1736.0,3.0,3.0,2.0,3.0,3.0,5.0,5.0,5.0,0.0,0.0
satisfied,Male,44.0,Loyal Customer,Eco,2831.0,0.0,0.0,3.0,0.0,4.0,3.0,4.0,5.0,1.0,0.0
dissatisfied,Female,54.0,Loyal Customer,Eco,390.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,7.0
dissatisfied,Male,34.0,Loyal Customer,Eco,2363.0,4.0,5.0,5.0,5.0,3.0,3.0,2.0,2.0,0.0,0.0
dissatisfied,Male,48.0,Loyal Customer,Eco,1678.0,2.0,5.0,1.0,5.0,5.0,2.0,4.0,4.0,8.0,0.0
dissatisfied,Male,16.0,Loyal Customer,Eco,2155.0,3.0,3.0,2.0,3.0,5.0,5.0,4.0,4.0,2.0,4.0
dissatisfied,Male,62.0,Loyal Customer,Eco Plus,1097.0,2.0,2.0,4.0,2.0,5.0,2.0,4.0,3.0,11.0,6.0
satisfied,Female,47.0,Loyal Customer,Eco,637.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,0.0,0.0
satisfied,Female,33.0,Loyal Customer,Eco,2199.0,1.0,1.0,2.0,4.0,3.0,4.0,3.0,3.0,0.0,0.0
satisfied,Female,42.0,Loyal Customer,Eco,299.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,13.0,10.0
satisfied,Female,32.0,Loyal Customer,Eco,2059.0,4.0,4.0,5.0,5.0,3.0,2.0,5.0,5.0,0.0,0.0
satisfied,Female,13.0,Loyal Customer,Eco,1314.0,5.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,0.0,0.0
dissatisfied,Male,35.0,Loyal Customer,Eco,1661.0,1.0,1.0,3.0,1.0,5.0,5.0,4.0,4.0,0.0,0.0
dissatisfied,Female,49.0,Loyal Customer,Eco,2487.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,0.0,0.0
dissatisfied,Female,55.0,Loyal Customer,Business,421.0,3.0,3.0,5.0,4.0,5.0,3.0,5.0,5.0,0.0,0.0
dissatisfied,Male,29.0,Loyal Customer,Eco,1814.0,1.0,1.0,3.0,1.0,4.0,5.0,4.0,4.0,0.0,0.0
dissatisfied,Male,66.0,Loyal Customer,Eco,1860.0,3.0,3.0,2.0,3.0,4.0,5.0,3.0,4.0,0.0,0.0
satisfied,Female,53.0,Loyal Customer,Eco,664.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
satisfied,Female,49.0,Loyal Customer,Eco Plus,2648.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,0.0,0.0
dissatisfied,Male,18.0,Loyal Customer,Eco,2010.0,3.0,3.0,4.0,3.0,5.0,2.0,4.0,5.0,0.0,9.0
satisfied,Female,60.0,Loyal Customer,Eco Plus,435.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0
dissatisfied,Male,53.0,Loyal Customer,Eco,1331.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,1.0,0.0,7.0
satisfied,Female,67.0,Loyal Customer,Eco,398.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,0.0,0.0
satisfied,Female,38.0,Loyal Customer,Eco,3984.0,4.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,0.0,0.0
dissatisfied,Male,50.0,Loyal Customer,Eco,1549.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,2.0,0.0,0.0
satisfied,Male,26.0,Loyal Customer,Eco,1957.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,0.0,0.0
dissatisfied,Male,17.0,Loyal Customer,Eco,2192.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,94.0,81.0
satisfied,Female,28.0,Loyal Customer,Eco,2106.0,5.0,5.0,4.0,2.0,3.0,3.0,3.0,3.0,8.0,17.0
dissatisfied,Female,64.0,Loyal Customer,Eco,2228.0,4.0,4.0,4.0,1.0,2.0,3.0,3.0,3.0,142.0,146.0
dissatisfied,Male,65.0,Loyal Customer,Eco,1993.0,2.0,2.0,4.0,2.0,5.0,3.0,4.0,5.0,0.0,0.0
satisfied,Female,9.0,Loyal Customer,Business,1713.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,54.0,37.0
satisfied,Female,14.0,Loyal Customer,Eco,2094.0,0.0,0.0,4.0,4.0,5.0,3.0,3.0,5.0,0.0,0.0
dissatisfied,Male,7.0,Loyal Customer,Eco,1904.0,3.0,3.0,5.0,3.0,4.0,3.0,4.0,5.0,30.0,84.0
satisfied,Female,63.0,Loyal Customer,Eco,338.0,3.0,5.0,5.0,5.0,2.0,2.0,2.0,3.0,0.0,0.0
dissatisfied,Male,37.0,Loyal Customer,Eco,2177.0,2.0,2.0,5.0,2.0,3.0,4.0,4.0,4.0,0.0,0.0
dissatisfied,Male,22.0,Loyal Customer,Eco,2336.0,3.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,0.0,4.0
dissatisfied,Female,30.0,Loyal Customer,Eco,1954.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,0.0,16.0
satisfied,Female,19.0,Loyal Customer,Eco,2734.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0
satisfied,Female,54.0,Loyal Customer,Eco,629.0,5.0,5.0,4.0,4.0,1.0,5.0,1.0,1.0,0.0,0.0
dissatisfied,Male,36.0,Loyal Customer,Eco,2410.0,3.0,3.0,2.0,3.0,4.0,5.0,5.0,5.0,0.0,23.0
dissatisfied,Male,69.0,Loyal Customer,Eco,1308.0,2.0,2.0,5.0,2.0,4.0,3.0,3.0,3.0,2.0,0.0
dissatisfied,Male,47.0,Loyal Customer,Eco,2705.0,3.0,3.0,3.0,3.0,5.0,2.0,5.0,5.0,0.0,14.0
satisfied,Female,26.0,Loyal Customer,Eco,2059.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,8.0,2.0
satisfied,Female,36.0,Loyal Customer,Eco,2041.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,0.0,0.0
dissatisfied,Male,18.0,Loyal Customer,Eco,2684.0,1.0,0.0,3.0,0.0,4.0,4.0,3.0,5.0,0.0,0.0
satisfied,Female,14.0,Loyal Customer,Eco,1678.0,5.0,5.0,1.0,5.0,4.0,3.0,4.0,5.0,0.0,0.0
dissatisfied,Male,54.0,Loyal Customer,Eco,2113.0,2.0,2.0,2.0,2.0,4.0,5.0,4.0,4.0,11.0,0.0
dissatisfied,Male,59.0,Loyal Customer,Business,384.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,0.0,0.0
satisfied,Female,9.0,Loyal Customer,Eco,2320.0,5.0,5.0,3.0,5.0,1.0,5.0,1.0,1.0,0.0,0.0
dissatisfied,Male,19.0,Loyal Customer,Business,2345.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,20.0,16.0
satisfied,Female,19.0,Loyal Customer,Eco,1287.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,1.0,1.0
dissatisfied,Male,31.0,Loyal Customer,Eco,2428.0,4.0,5.0,1.0,5.0,3.0,3.0,4.0,5.0,0.0,0.0
satisfied,Female,70.0,Loyal Customer,Business,1101.0,5.0,4.0,2.0,2.0,5.0,5.0,5.0,5.0,16.0,24.0
satisfied,Female,9.0,Loyal Customer,Eco,3201.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0
dissatisfied,Male,7.0,Loyal Customer,Eco,2299.0,1.0,1.0,1.0,2.0,5.0,3.0,4.0,1.0,132.0,131.0
dissatisfied,Female,12.0,Loyal Customer,Eco,2235.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,0.0,0.0
satisfied,Female,38.0,Loyal Customer,Eco,1392.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,0.0,0.0
dissatisfied,Male,58.0,Loyal Customer,Eco,1680.0,1.0,0.0,3.0,0.0,5.0,2.0,4.0,4.0,31.0,24.0
