id,published,subject,level,price,subscribers,reviews,lectures,duration
1969,2015-09-07,Musical Instruments,All Levels,4.3,205,4,95,5
1970,2016-10-12,Web Development,All Levels,17.4,4090,178,348,19.5
1971,2015-10-14,Graphic Design,All Levels,17.4,1150,10,13,1
1972,2015-04-24,Business Finance,All Levels,4.8,166,17,16,1.5
1973,2015-06-21,Musical Instruments,Beginner Level,2.2,1513,38,19,1.5
1974,2015-10-17,Web Development,Beginner Level,7.4,8711,44,22,1.5
1975,2014-06-25,Business Finance,Beginner Level,15.7,944,44,187,13
1976,2016-01-10,Business Finance,All Levels,2.2,477,70,41,4
1977,2015-01-19,Web Development,All Levels,16.5,14103,1548,197,21.5
1978,2015-01-31,Business Finance,All Levels,8.3,2493,276,108,9.5
1979,2014-11-11,Graphic Design,All Levels,1.7,286,7,7,1
1980,2015-04-28,Graphic Design,Beginner Level,1.7,507,9,9,1
1981,2016-12-21,Business Finance,All Levels,13,2197,4,105,5.5
1982,2015-10-25,Graphic Design,All Levels,3.5,342,2,8,0.716666666666667
1983,2015-07-14,Business Finance,Beginner Level,6.1,1263,21,18,1.5
1984,2015-07-23,Musical Instruments,Intermediate Level,3.5,390,14,36,2
1985,2014-05-17,Musical Instruments,All Levels,0,462,6,23,3.5
1986,2015-04-27,Business Finance,All Levels,1.7,828,1,20,1
1987,2015-02-13,Graphic Design,Beginner Level,1.7,86,10,78,6
1988,2016-06-09,Musical Instruments,Beginner Level,1.7,57,8,28,1
1989,2015-09-30,Graphic Design,Beginner Level,1.7,19,6,10,1
1990,2015-12-07,Musical Instruments,Beginner Level,2.2,136,20,34,4
1991,2015-02-06,Graphic Design,All Levels,14.3,2325,155,61,8
1992,2014-07-17,Musical Instruments,Beginner Level,4.8,1818,4,90,2.5
1993,2016-11-08,Business Finance,Beginner Level,17.4,44,4,12,0.533333333333333
1994,2015-08-21,Business Finance,All Levels,1.7,247,2,17,1.5
1995,2016-03-08,Graphic Design,Beginner Level,4.3,145,35,55,6
1996,2016-07-02,Musical Instruments,Beginner Level,3,87,11,38,3
1997,2015-06-16,Business Finance,Beginner Level,1.7,244,13,21,2.5
1998,2016-09-21,Musical Instruments,Intermediate Level,5.2,2,0,11,1.5
1999,2016-12-31,Web Development,Beginner Level,8.3,502,62,59,5
2000,2015-10-28,Musical Instruments,Beginner Level,2.2,8,0,12,1
